1672
qstr_Not_enough_energy! Not_enough_energy!
qstr_The_{reg6?town_s:cast The_{reg6?town's:castle's}_food_stores_have_run_out_and_the_defenders_are_starving.
qstr_You_re_preparing_to_ You're_preparing_to_attack_the_walls,_the_work_should_finish_in_{reg9}_hours.
qstr_Your_forces_are_buil Your_forces_are_building_a_siege_tower._They_estimate_another_{reg9}_hours_to_complete_the_build.
qstr_You_are_ready_to_att You_are_ready_to_attack_the_walls_at_any_time.
qstr_The_siege_tower_is_b The_siege_tower_is_built_and_ready_to_make_an_assault.
qstr_As_a_last_defensive_ As_a_last_defensive_effort,_you_retreat_to_the_main_hall_of_the_keep._You_and_your_remaining_soldiers_will_put_up_a_desperate_fight_here._If_you_are_defeated,_there's_no_other_place_to_fall_back_to.
qstr_You_ve_been_driven_a You've_been_driven_away_from_the_walls._Now_the_attackers_are_pouring_into_the_streets._IF_you_can_defeat_them,_you_can_perhaps_turn_the_tide_and_save_the_day.
qstr_You_ve_breached_the_ You've_breached_the_town_walls,_but_the_stubborn_defenders_continue_to_resist_you_in_the_streets!_You'll_have_to_deal_with_them_before_you_can_attack_the_keep_at_the_heart_of_the_town.
qstr_The_town_centre_is_y The_town_centre_is_yours,_but_the_remaining_defenders_have_retreated_to_the_castle._It_must_fall_before_you_can_complete_your_victory.
qstr_The_remaining_defend The_remaining_defenders_have_retreated_to_the_castle_as_a_last_defense._You_must_go_in_and_crush_any_remaining_resistance.
qstr_fire_gem_effect2_txt fire_gem_effect2_txt
qstr_{s1}_kingdom {s1}_kingdom
qstr_However_since_you_ar However,_since_you_are_not_a_sworn_{man/follower}_of_{s9},_there_is_no_chance_he_would_recognize_you_as_the_{lord/lady}_of_this_{reg8?town:castle}.
qstr_The_enemy_has_been_f The_enemy_has_been_forced_to_retreat._The_assault_is_over,_but_the_siege_continues.
qstr_As_you_approach_you_ As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{king/queen}.
qstr_As_you_approach_you_a As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{lord/lady}.
qstr_{!}Prosperity:_{reg4 {!}Prosperity:_{reg4}
qstr__This_village_and_th _This_village_and_the_surrounding_lands_belong_to_you.
qstr__You_remember_that_t _You_remember_that_this_village_and_the_surrounding_lands_belong_to_{s7}.
qstr__These_lands_belong_ _These_lands_belong_to_no_one.
qstr_{!}_{s3}__{reg9}_. {!}_{s3}_({reg9}).
qstr__The_village_is_infe _The_village_is_infested_by_{reg8}_{s35}.
qstr__The_village_has_bee _The_village_has_been_looted._A_handful_of_souls_scatter_as_you_pass_through_the_burnt_out_houses.
qstr__The_village_is_bein _The_village_is_being_raided.
qstr_No_one_here_seems_to No_one_here_seems_to_be_willing_to_join_your_party.
qstr_One_{s3}_volunteers_ One_{s3}_volunteers_to_follow_you.
qstr_{reg5}_{s3}_voluntee {reg5}_{s3}_volunteer_to_follow_you.
qstr_Try_as_you_might_you Try_as_you_might,_you_could_not_defeat_the_bandits._Infuriated,_they_raze_the_village_to_the_ground_to_punish_the_peasants,_and_then_leave_the_burning_wasteland_behind_to_find_greener_pastures_to_plunder.
qstr_village village
qstr_town town
qstr_castle castle
qstr_{!}{s0} {!}{s0}
qstr_{!}{s18}_{s0} {!}{s18},_{s0}
qstr_The_{s17}_has_no_imp The_{s17}_has_no_improvements.
qstr_The_{s17}_has_the_fo The_{s17}_has_the_following_improvements:{s18}.
qstr_Prosperity_is_not_en Prosperity_is_not_enough
qstr_Unmanning_excess Unmanning_excess
qstr_Need_to_wait_{reg1}_ Need_to_wait_{reg1}_hours
qstr_fire_gem_effect_txt fire_gem_effect_txt
qstr_The_assasins_beat_yo The_assasins_beat_you_down_and_leave_you_for_dead._.
qstr_You_have_fallen._The You_have_fallen._The_bandits_quickly_search_your_body_for_every_coin_they_can_find,_then_vanish_into_the_night._They_have_left_you_alive,_if_only_barely.
qstr_Luckily_some_of_your Luckily_some_of_your_companions_come_to_search_for_you_when_you_do_not_return,_and_find_you_lying_by_the_side_of_the_road._They_hurry_you_to_safety_and_dress_your_wounds.
qstr_Luckily_some_passing Luckily_some_passing_townspeople_find_you_lying_by_the_side_of_the_road,_and_recognise_you_as_something_other_than_a_simple_beggar._They_carry_you_to_the_nearest_inn_and_dress_your_wounds.
qstr_You_fail_to_steal_an You_fail_to_steal_any_cattle.
qstr_You_drive_away_{reg1 You_drive_away_{reg17}_{reg12?heads:head}_of_cattle_from_the_village's_herd.
qstr_{!}DEBUG____Prosperi {!}DEBUG_--_Prosperity:_{reg4}
qstr_You_are_at_{s2}. You_are_at_{s2}.
qstr__This_castle_has_no_ _This_castle_has_no_garrison.
qstr__This_town_has_no_ga _This_town_has_no_garrison.
qstr__You_have_successful _You_have_successfully_sneaked_in.
qstr_{s13}_A_tournament_w {s13}_A_tournament_will_be_held_here_soon.
qstr_{!}DEBUG___Current_t {!}DEBUG_-_Current_town_is_{s3},_but_also_checking_{s4}
qstr___{reg1}_denars_per_ _({reg1}_denars_per_night)
qstr_Moreover_you_earn_{r Moreover,_you_earn_{reg8}_denars_from_the_clever_bets_you_placed_on_yourself...
qstr_You_get_a_special_pr You_get_a_special_prize:{s1}.
qstr_You_don_t_get_the_sp You_don't_get_the_special_prize.
qstr_zhu_xian_312 zhu_xian_312
qstr_zhu_xian_311 zhu_xian_311
qstr_zhu_xian_313 zhu_xian_313
qstr_zhu_xian_314 zhu_xian_314
qstr_{s5}{s6} {s5}{s6}
qstr_zhu_xian_315 zhu_xian_315
qstr_{s5}_{s6} {s5}_{s6}
qstr_zhu_xian_301 zhu_xian_301
qstr_zhu_xian_30 zhu_xian_30
qstr_Victory_is_yours!_Yo Victory_is_yours!_You_have_won_this_melee,_but_now_you_must_prepare_yourself_for_the_next_round._
qstr_You_have_been_bested You_have_been_bested_in_this_melee,_but_the_master_of_ceremonies_declares_a_recognition_of_your_skill_and_bravery,_allowing_you_to_take_part_in_the_next_round._
qstr_Yes. Yes.
qstr_None. None.
qstr_{!}{s11}^{s12} {!}{s11}^{s12}
qstr_You_were_beaten._The You_were_beaten._The_peasants_are_heartened_by_their_success,_but_the_lesson_you_wanted_to_teach_them_probably_didn't_get_through...
qstr_After_beating_your_l After_beating_your_last_opponent,_you_explain_to_the_peasants_how_to_better_defend_themselves_against_such_an_attack._Hopefully_they'll_take_the_experience_on_board_and_will_be_prepared_next_time.
qstr_The_bandits_are_brok The_bandits_are_broken!_Those_few_who_remain_alive_and_conscious_run_off_with_their_tails_between_their_legs,_terrified_of_the_peasants_and_their_new_champion.
qstr_{s1}_s_Ship {s1}'s_Ship
qstr_{!}DEBUG___{s1} {!}DEBUG_-_{s1}
qstr_However_{reg3?You_ar However,_{reg3?You_are:{s1}_is}_unable_to_find_any_trade_goods_that_would_bring_a_profit.
qstr_^Buying_{s4}_here_an ^Buying_{s4}_here_and_selling_it_at_{s5}_would_bring_a_profit_of_{reg6}_denars_per_item.{s3}
qstr_{reg3?You_find:{s1}_ {reg3?You_find:{s1}_finds}_out_the_following:^{s3}
qstr_{s2}^{reg1}_{s1}_ear {s2}^{reg1}_{s1}_earned_{reg0}_experience.
qstr_{s2}^{s1}_earned_an_ {s2}^{s1}_earned_an_additional_{reg0}_experience.
qstr_^You_earned_{reg0}_e ^You_earned_{reg0}_experience.{s2}
qstr_The_training_didn_t_ The_training_didn't_go_well_at_all.
qstr_The_training_didn_t_g The_training_didn't_go_very_well.
qstr_The_training_went_qu The_training_went_quite_well.
qstr_The_training_went_ve The_training_went_very_well.
qstr_The_training_went_pe The_training_went_perfectly.
qstr_{s13}_asked_you_to_r {s13}_asked_you_to_report_to_him_with_at_least_{reg13}_troops.
qstr_{s13}_ordered_you_to {s13}_ordered_you_to_join_the_assault_against_{s14}.
qstr_Find_and_speak_with_ Find_and_speak_with_{s3}_of_{s4}_to_give_him_your_oath_of_homage.
qstr_There_has_been_an_al There_has_been_an_alleged_border_incident:_{s9}
qstr_{!}{s11}{s12} {!}{s11}{s12}
qstr_{!}DEBUG____Hours_si {!}DEBUG_--_Hours_since_last_feast_started:_{reg4}
qstr_ship_not_ready ship_not_ready
qstr_ship_ready ship_ready
qstr_sea_raider_dock sea_raider_dock
qstr_^^Note_that_so_long_ ^^Note_that_so_long_as_you_remain_marshal,_the_lords_of_the_realm_will_be_expecting_you_to_lead_them_on_campaign._So,_if_you_are_awaiting_a_feast,_either_for_a_wedding_or_for_other_purposes,_you_may_wish_to_resign_the_marshalship_by_speaking_to_your_liege.
qstr_weapons_shop weapons_shop
qstr_armorer_shop armorer_shop
qstr_horses_shop horses_shop
qstr_store store
qstr_special_bet_1_tourna special_bet_1_tournament
qstr_special_bet_2_tourna special_bet_2_tournament
qstr__This_castle_is_belo _This_castle_is_belong_to_the_Dark_knights.
qstr__This_castle_seems_t _This_castle_seems_to_belong_to_no_one.
qstr__The_townsfolk_here_ _The_townsfolk_here_have_declared_their_independence.
qstr_zhu_xian_36 zhu_xian_36
qstr_You_put_the_current_ You_put_the_current_banner_away.
qstr_Hidden_valley_action Hidden_valley_action
qstr_Hidden_valley Hidden_valley
qstr_banditdark_preattack banditdark_preattack
qstr_banditdark_success banditdark_success
qstr_{s1}_{s2} {s1}_{s2},
qstr_{s1}_leave_main_part {s1}_leave_main_party
qstr_t_w_no_admittance t_w_no_admittance
qstr_zhu_xian_38 zhu_xian_38
qstr_zhu_xian_103 zhu_xian_103
qstr_{!}DEBUG___{s4}_faction_chan {!}DEBUG_-_{s4}_faction_changed_to_dark_knights
qstr_Whose_force_is_you_w Whose_force_is_you_want_to_recall_it?.
qstr_There_is_no_force_no There_is_no_force_now.
qstr_{s1}_s_troops.__{s2} {s1}'s_troops._({s2}_{s3})
qstr_Command_has_been_sen Command_has_been_sent.
qstr_No_items. No_items.
qstr_One_item. One_item.
qstr_Many_items. Many_items.
qstr__{reg0}_item_s__for_ ({reg0}_item(s)_for_sale)
qstr_Breaking_camp... Breaking_camp...
qstr_{!}{s3}_commander_of {!}{s3}_commander_of_party_#{reg4}_which_is_not_his_troop_leaded_party_{reg5}
qstr_{!}DEBUG____Doing_po {!}DEBUG_--_Doing_political_calculations_for_{s9}
qstr_{!}DEBUG___{s4}_faction_chang {!}DEBUG_-_{s4}_faction_changed_in_defection
qstr_{!}{s4} {!}{s4}
qstr_{!}DEBUG___{s4}_is_i {!}DEBUG_-_{s4}_is_in_{s5},_should_be_in_{s6},_disabling_political_cheat_mode
qstr_Party_has_nothing_to Party_has_nothing_to_eat!
qstr_{reg1}_{s1}_{reg2?ha {reg1}_{s1}_{reg2?have:has}_escaped_from_your_party_during_the_night.
qstr_water_gem_effect_txt water_gem_effect_txt
qstr_{s1}_of_{s3}_has_bee {s1}_of_{s3}_has_been_released_from_captivity.
qstr_Building_of_{s0}_in_ Building_of_{s0}_in_{s4}_has_been_completed.
qstr_{s1}_has_won_the_tou {s1}_has_won_the_tournament_at_{s2}.
qstr_{!}{s1}_is_infested_ {!}{s1}_is_infested_by_bandits_(at_night).
qstr_{s1}_is_no_longer_in {s1}_is_no_longer_infested_by_bandits_(at_night).
qstr_{!}{s1}_is_holding_a {!}{s1}_is_holding_a_tournament.
qstr_You_pay_for_accommod You_pay_for_accommodation.
qstr_Betrothal_to_{s5}_ex Betrothal_to_{s5}_expires
qstr_Multishot_Arrow Multishot_Arrow
qstr_Multiple_Shot Multiple_Shot
qstr_Critical_Strike Critical_Strike
qstr_learn_kill_finished learn_kill_finished
qstr__Your_tactics_skill_ _Your_tactics_skill_has_increased_by_1.
qstr__Your_persuasion_ski _Your_persuasion_skill_has_increased_by_1.
qstr__Your_leadership_ski _Your_leadership_skill_has_increased_by_1.
qstr__Your_intelligence_h _Your_intelligence_has_increased_by_1.
qstr__Your_trade_skill_ha _Your_trade_skill_has_increased_by_1.
qstr__Your_weapon_master_ _Your_weapon_master_skill_has_increased_by_1.
qstr__Your_engineer_skill _Your_engineer_skill_has_increased_by_1.
qstr__Your_charisma_is_in _Your_charisma_is_increased_by_5.
qstr_You_learned_special_ You_learned_special_skill_Clouly-storm!_Click_{s20}-key_in_battle.
qstr_I_respect_your_coura I_respect_your_courage...
qstr_You_have_finished_re You_have_finished_reading_{s1}.{s2}
qstr_Book_Read Book_Read
qstr_{s1}_is_scouted. {s1}_is_scouted.
qstr_{!}DEBUG___{s4}_faction_change {!}DEBUG_-_{s4}_faction_changed_from_slot_troop_change_to_faction
qstr_{s1}_has_switched_fr {s1}_has_switched_from_{s2}_to_{s3}.
qstr_{!}DEBUG_:_{s2}_is_b {!}DEBUG_:_{s2}_is_besieging_by_{s3}
qstr_{!}DEBUG___Checking_ {!}DEBUG_-_Checking_fire_at_{s4}_for_{s5}_-_current_time_{reg3},_last_nearby_fire_{reg4}
qstr_get_tactics_points get_tactics_points
qstr_tip_for_tactics tip_for_tactics
qstr_Trap_built_completed Trap_built_completed
qstr_Trap_Expired. Trap_Expired.
qstr_Out_of_effective_tra Out_of_effective_trap_range.
qstr_In_effective_trap_ra In_effective_trap_range.
qstr_Because_the_guards_i Because_the_guards_is_not_enough,_{reg1}_{s1}_{reg2?have:has}_escaped_from_the_hidden_valley.
qstr_no_food_{reg1}_{s1}_ no_food_{reg1}_{s1}_leave_the_{s2}.
qstr_{s1}_food_{reg1}_day {s1}_food_{reg1}_day.
qstr_Stop_a_sneak_march. Stop_a_sneak_march.
qstr_Your_troops_began_a_s Your_troops_began_a_sneak_march.
qstr_There_is_an_enemy_ne There_is_an_enemy_nearby!_Can_not_be_a_sneak_march.
qstr_Low_morale!_Stop_a_r Low_morale!_Stop_a_rapid_march.
qstr_{!}DEBUG____Wanted_b {!}DEBUG_--_Wanted_bandits_spotted_by_{s4}
qstr_zhu_xian_26 zhu_xian_26
qstr_Completed. Completed.
qstr_zhu_xian_21 zhu_xian_21
qstr_fire_gem_effect3_txt fire_gem_effect3_txt
qstr_ma_chang!!!!!! ma_chang!!!!!!
qstr_hao_ling hao_ling
qstr_po_di po_di
qstr_eagle_eyes eagle_eyes
qstr_The_repeating_traini The_repeating_training_make_you_learn_new_skills!
qstr_Learned_Prairie_Fire Learned_Prairie_Fire!_^Learned_Powerful_Strike!^Hold_down_{s20}-key_to_gather_strength_to_release.
qstr_you_have_book_1 you_have_book_1
qstr_raise_ca_book_1 raise_ca_book_1
qstr_not_has_book1 not_has_book1
qstr_down_ca_book1 down_ca_book1
qstr_you_have_book_2 you_have_book_2
qstr_not_has_book2 not_has_book2
qstr_you_have_all_books you_have_all_books
qstr_effect_add_all_books effect_add_all_books
qstr_not_has_all_books not_has_all_books
qstr_effect_sub_all_books effect_sub_all_books
qstr_not_has_all_books2 not_has_all_books2
qstr_effect2_sub_all_book effect2_sub_all_books
qstr_has_fire_gem has_fire_gem
qstr_effect_add_fire_gem effect_add_fire_gem
qstr_no_fire_gem no_fire_gem
qstr_effect_sub_fire_gem effect_sub_fire_gem
qstr_has_water_gem has_water_gem
qstr_effect_add_water_gem effect_add_water_gem
qstr_no_water_gem no_water_gem
qstr_effect_sub_water_gem effect_sub_water_gem
qstr_has_sky_gem has_sky_gem
qstr_effect_add_sky_gem effect_add_sky_gem
qstr_no_sky_gem no_sky_gem
qstr_effect_sub_sky_gem effect_sub_sky_gem
qstr_has_wind_gem has_wind_gem
qstr_effect_add_wind_gem effect_add_wind_gem
qstr_no_wind_gem no_wind_gem
qstr_effect_sub_wind_gem effect_sub_wind_gem
qstr_has_earth_gem has_earth_gem
qstr_effect_add_earth_gem effect_add_earth_gem
qstr_no_earth_gem no_earth_gem
qstr_effect_sub_earth_gem effect_sub_earth_gem
qstr_has_hero_medal has_hero_medal
qstr_effect_add_hero_meda effect_add_hero_medal
qstr_no_hero_medal no_hero_medal
qstr_effect_sub_hero_meda effect_sub_hero_medal
qstr_zhu_xian_37 zhu_xian_37
qstr_The_Horn_of_stars_is The_Horn_of_stars_is_making_noise,_look_over_in_camp.
qstr_zhu_xian_20 zhu_xian_20
qstr_The_wounded_soldiers The_wounded_soldiers_of_Nord
qstr_zhu_xian_pause zhu_xian_pause
qstr_zhu_xian_33 zhu_xian_33
qstr_zhu_xian_25 zhu_xian_25
qstr_jixingjun_jieshuo jixingjun_jieshuo
qstr_qianxingjun_jieshuo qianxingjun_jieshuo
qstr_tip_for_lure tip_for_lure
qstr_{s3}{s1} {s3},{s1}
qstr_tishichaoxian tishichaoxian
qstr_{reg65?my_Lady:my_Lo {reg65?my_Lady:my_Lord}
qstr_{reg65?My_Lady:My_Lo {reg65?My_Lady:My_Lord}
qstr_{reg65?madame:sir} {reg65?madame:sir}
qstr_{reg65?Madame:Sir} {reg65?Madame:Sir}
qstr_{!}DEBUG____Talk_con {!}DEBUG_--_Talk_context:_{reg4}
qstr_{!}DEBUG____Time_sin {!}DEBUG_--_Time_since_last_talk:_{reg4}
qstr__no_fiefs_ (no_fiefs)
qstr__fiefs:_{s0}_ (fiefs:_{s0})
qstr_{!}g_talk_troop_=_{r {!}g_talk_troop_=_{reg0}_,_g_encountered_party_=_{reg1}_,_slot_value_=_{reg2}
qstr_Go_{s2}_to_find_a_wi Go_{s2}_to_find_a_wizard_mention_by_Ramun_of_Brocha.
qstr_It_s_your_money_or_y It's_your_money_or_your_life,_{mate/girlie}._No_sudden_moves_or_we'll_run_you_through.
qstr_Lucky_for_you_you_ca Lucky_for_you,_you_caught_me_in_a_good_mood._Give_us_all_your_coin_and_I_might_just_let_you_live.
qstr_This_a_robbery_eh?_I This_a_robbery,_eh?_I_givin'_you_one_chance_to_hand_over_everythin'_you_got,_or_me_and_my_mates'll_kill_you._Understand?
qstr_we_have_made_very_li we_have_made_very_little_progress_so_far
qstr_we_have_suceeded_in_ we_have_suceeded_in_gaining_some_ground,_but_we_still_have_a_long_way_to_go
qstr_we_have_become_a_sig we_have_become_a_significant_force,_and_we_have_an_even_chance_of_victory
qstr_we_are_winning_the_w we_are_winning_the_war,_but_our_enemies_are_still_holding_on.
qstr_we_are_on_the_verge_ we_are_on_the_verge_of_victory._The_remaining_enemies_pose_no_threat,_but_we_still_need_to_hunt_them_down.
qstr_zhu_xian_24 zhu_xian_24
qstr_Nadif_launched_dark_ Nadif_launched_dark-theurgy_attack!
qstr_Endless_Abyss!!_____ Endless_Abyss!!_____^our_man's_strength_is_decresing!
qstr_The_Horn_of_Stars_be The_Horn_of_Stars_becomes_million_lights_and_blocks_the_dark-theurgy!
qstr_You_have_lost_the_Ho You_have_lost_the_Horn_of_Stars!
qstr_zhu_xian_321 zhu_xian_321
qstr_East East
qstr_West West
qstr_North North
qstr_zhu_xian_324 zhu_xian_324
qstr_winner_a winner_a
qstr_winner_b winner_b
qstr_winner_a_1 winner_a_1
qstr_winner_b_1 winner_b_1
qstr_Lost_Knight Lost_Knight
qstr_Tundra_Bandits Tundra_Bandits
qstr_Now_I_have: Now_I_have:
qstr_{s10}^{reg1}_{s1} {s10}^{reg1}_{s1}
qstr_I_haven_t_any_food. I_haven't_any_food.
qstr_Visit_Rolf_in_{s2} Visit_Rolf_in_{s2}
qstr_You_ah...... You_ah......
qstr_Piss_off...... Piss_off......
qstr_zhu_xian_23 zhu_xian_23
qstr_{!}current_town_was_ {!}current_town_was_{reg1},_now_moved_to_{s7}
qstr_{playername}_when_we {playername},_when_we_started_our_long_walk,_few_people_had_the_courage_to_support_me._And_fewer_still_would_be_willing_to_put_their_lives_at_risk_for_my_cause._But_you_didn't_hesitate_for_a_moment_in_throwing_yourself_at_my_enemies._We_have_gone_through_a_lot_together,_and_there_were_times_I_came_close_to_losing_all_hope._But_with_God's_help,_we_prevailed._It_is_now_time_for_me_to_leave_your_company_and_take_what's_rightfully_mine._From_now_on,_I_will_carry_out_the_great_responsibility_of_ruling_{s3}._There_still_lie_many_challanges_ahead_and_I_count_on_your_help_in_overcoming_those._And_of_course,_you_will_always_remain_as_my_foremost_vassal.
qstr_o_ni_wu_chu_bu_zai_a o_ni_wu_chu_bu_zai_a.
qstr_zen_me? zen_me?
qstr_wo_mei_you_zou_yuan wo_mei_you_zou_yuan
qstr_<Success> <Success>
qstr_str_success str_success
qstr_<Failure> <Failure>
qstr_str_failure str_failure
qstr_int_success int_success
qstr_int_failure int_failure
qstr_cha_success cha_success
qstr_cha_failure cha_failure
qstr_zhu_xian_22 zhu_xian_22
qstr_{s59}_STR_raised_{re {s59}_STR_raised_{reg59}
qstr_{s59}_INT_raised_{re {s59}_INT_raised_{reg59}
qstr_{s2}_escaped! {s2}_escaped!
qstr_zhu_xian_104 zhu_xian_104
qstr_{s59}_AGI_raised_{re {s59}_AGI_raised_{reg59}
qstr__We_will_of_course_n _We_will_of_course_need_to_wait_until_the_realm_is_no_longer_on_campaign.
qstr_You_successful_rescu You_successful_rescued_{s58}!_Go_talk_to_the_king!
qstr_You_successful_rescue You_successful_rescued_{s58}._Go_talk_to_the_{s59}.
qstr_{s58}_has_join_your_ {s58}_has_join_your_faction.
qstr_tong_shuai tong_shuai
qstr_{s41}_told_you_that_ {s41}_told_you_that_{s43}_was_captured_by_the_emeny,_you_must_find_and_rescue_him.
qstr_you_get_the_Champion you_get_the_Championship's_waisthand.
qstr_you_lose_the_Champio you_lose_the_Championship's_waisthand.
qstr_zhu_xian_320 zhu_xian_320
qstr_zhu_xian_310 zhu_xian_310
qstr_{s7} {s7}
qstr_ha1 ha1
qstr_ha2 ha2
qstr_I_am_{s4}_the_ruler_ I_am_{s4},_the_ruler_of_{s6}
qstr_I_am_{s4}_a_vassal_o I_am_{s4},_a_vassal_of_{s6}
qstr_{s9}{reg5?_and_the_l {s9}{reg5?_and_the_lord_of_{s8}.:.
qstr_{s13}_asked_you_to_g {s13}_asked_you_to_gather_{reg3}_heads_of_cattle_and_deliver_them_back_to_him.
qstr_{s9}_asked_you_to_sc {s9}_asked_you_to_scout_{s13},_{s14}_and_{s15},_then_report_back.
qstr_{!}DEBUG_:_result_fo {!}DEBUG_:_result_for_political_is_{reg3}
qstr_you you
qstr_{!}DEBUG_:_result_for {!}DEBUG_:_result_for_new_liege_:_{reg31}
qstr_{!}DEBUG_:_result_for_ {!}DEBUG_:_result_for_old_liege_:_{reg32}
qstr_You_are_challenging_ You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
qstr_Well_you_are_really_ Well,_you_are_really_good_fighter,_many_nobles_have_mentioned_you_to_me,_I_think_the_tournament_will_be_more_coulourful_because_of_you,_now_you_can_register_in_the_arena.
qstr_You_are_really_good_ You_are_really_good_fighter,_I_think_the_tournament_will_be_more_coulourful_because_of_you,_now_you_can_register_in_the_arena.
qstr_Many_nobles_have_men Many_nobles_have_mentioned_you_to_me,_so_I_think_you_may_participate_this_game,__go_register_in_the_arena.
qstr_Looks_like_many_nobl Looks_like_many_nobles_agreed_you_and_you_fight_skills_are_also_good,_so_you_can_participate_the_tournament._Go_register_in_the_arena.
qstr_zhu_xian_31 zhu_xian_31
qstr_At_war At_war
qstr_Keeping_peace Keeping_peace
qstr_Your_advise_is_just_ Your_advise_is_just_on_time,_I_will_do_it_immediantely.
qstr_No_I_think_the_time_ No,_I_think_the_time_has_not_come_yet.
qstr_{s16}_and_{s17} {s16}_and_{s17}
qstr_{!}{s16}_{s17} {!}{s16},_{s17}
qstr_Very_well_I_will_acc Very_well,_I_will_accept_you_back_into_my_ranks,_if_you're_ready_to_swear_your_solemn_oath_once_more.
qstr_A_pardon_will_only_b A_pardon_will_only_be_possible_if_you_are_willing_to_cede_{s17}_to_me._Do_you_agree_my_terms?
qstr_No._There_is_no_chan No._There_is_no_chance_of_peace_between_us,_I_am_not_interested.
qstr_{!}DEBUG_:_Initiativ {!}DEBUG_:_Initiative_{reg4},_helpfulness_{reg5}
qstr_{!}DEBUG____ai_behav {!}DEBUG_--_ai_behavior:_{reg0},_ai_object:_{reg1}
qstr_Our_marshal_{s1} Our_marshal,_{s1}
qstr_{s11}_and_{s12} {s11}_and_{s12}
qstr_{!}{s11}_{s12} {!}{s11},_{s12}
qstr_We_are_not_at_war_wi We_are_not_at_war_with_anyone.
qstr_We_are_at_war_with_{ We_are_at_war_with_{s12}.
qstr_go_on_the_offensive_ go_on_the_offensive_now.
qstr_act_to_defend_our_la act_to_defend_our_lands.
qstr_take_more_time_to_ga take_more_time_to_gather_the_army.
qstr_You_promised_to_help You_promised_to_help_{s13}_claim_the_throne_of_{s14}.
qstr_What_do_you_say_to_e What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
qstr_{s9}_asked_you_to_ta {s9}_asked_you_to_take_a_message_to_{s13}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s9}_asked_you_to_tak {s9}_asked_you_to_take_a_message_to_{s13}_of_{s15}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_asked_you_to_e {s11}_asked_you_to_escort_his_{s17}_{s13}_to_{s14}.
qstr_{s13}_asked_you_to_d {s13}_asked_you_to_deal_with_the_bandits_who_are_occupying_the_village_of_{s15}_and_then_report_back_to_him.
qstr_{s9}_asked_you_to_ra {s9}_asked_you_to_raise_{reg1}_{s14}_and_bring_them_to_him.
qstr_{s9}_asked_you_to_co {s9}_asked_you_to_collect_taxes_from_{s3}._He_offered_to_leave_you_one-fifth_of_all_the_money_you_collect_there.
qstr_{s9}_asked_you_to_hu {s9}_asked_you_to_hunt_down_a_fugitive_named_{s4}._He_is_currently_believed_to_be_at_{s3}.
qstr_{s9}_asked_you_to_as {s9}_asked_you_to_assassinate_a_local_merchant_at_{s3}.
qstr_{s9}_has_asked_you_t {s9}_has_asked_you_to_meet_with_a_spy_in_{s13}.
qstr_{s11}_asked_you_to_f {s11}_asked_you_to_follow_the_spy_that_will_leave_{s12}._Be_careful_not_to_let_the_spy_see_you_on_the_way,_or_he_may_get_suspicious_and_turn_back._Once_the_spy_meets_with_his_accomplice,_you_are_to_capture_them_and_bring_them_back_to_{s11}.
qstr_{s11}_asked_you_to_c {s11}_asked_you_to_capture_a_lord_from_{s13},_any_lord,_and_then_drag_your_victim_back_to_{s11}_for_safekeeping.
qstr_{s9}_asked_you_to_le {s9}_asked_you_to_lend_your_companion_{s3}_to_him_for_a_week.
qstr_{s9}_asked_you_to_col {s9}_asked_you_to_collect_the_debt_of_{reg4}_denars_{s3}_owes_to_him._{s3}_was_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_gave_you_a_fak {s11}_gave_you_a_fake_letter_to_fool_{s13}_into_banishing_his_vassal_{s16}._You_are_to_go_near_{s14},_give_the_letter_to_one_of_your_{s15}_and_send_him_into_the_town_as_a_messenger,_believing_his_orders_to_be_genuine.
qstr_{s9}_has_requested_y {s9}_has_requested_you_to_bring_him_{reg1}_{s3}_as_prisoners.
qstr_Lend_your_experience Lend_your_experienced_surgeon_{s3}_to_{s1}.
qstr_{!}DEBUG____{reg4}_h {!}DEBUG_--_{reg4}_hours_since_last_feast_for_{s4}
qstr_Then_take_it_with_my Then_take_it,_with_my_eternal_thanks._You_are_a_noble_{man/woman}._I_will_never_forget_that_you_helped_me_in_my_time_of_need.
qstr_Forgive_me_{playerna Forgive_me,_{playername},_but_I_must_insist_you_accept_it._The_money_means_little_to_me,_and_I_owe_you_so_much._Here,_take_it,_and_let_us_speak_no_more_of_this.
qstr_{playername}_what_a_ {playername},_what_a_dear_{man/woman}_you_are,_but_I_will_not_allow_you_to_refuse_this._I_owe_you_far_more_than_I_can_say,_and_I_am_sure_you_can_put_this_money_to_far_better_use_than_I.
qstr_{s11}_asked_you_to_r {s11}_asked_you_to_rescue_her_{s17},_{s13},_from_{s14}_by_switching_clothes_and_taking_his_place_in_prison.
